Country,Year,life,population,income,region
Myanmar,1973,51.60,"29,209,686",1409,East Asia & Pacific
Myanmar,1974,52.10,29916827,1456,East Asia & Pacific
Myanmar,1975,52.50,30640635,1490,East Asia & Pacific
Myanmar,1976,53.10,31379308,1554,East Asia & Pacific
Myanmar,1977,53.60,32130696,1620,East Asia & Pacific
Myanmar,1978,54.10,32895739,1700,East Asia & Pacific
Myanmar,1979,54.70,33675835,1751,East Asia & Pacific
Myanmar,1980,54.90,34470694,1864,East Asia & Pacific
Myanmar,1981,55.20,35279907,1935,East Asia & Pacific
Myanmar,1982,55.60,36098908,2002,East Asia & Pacific
Myanmar,1983,56.00,36917980,2050,East Asia & Pacific
Myanmar,1984,56.40,37724581,2110,East Asia & Pacific
Myanmar,1985,56.70,38508821,2131,East Asia & Pacific
Myanmar,1986,57.00,39269143,2072,East Asia & Pacific
Myanmar,1987,57.20,40005369,1956,East Asia & Pacific
Myanmar,1988,57.30,40711172,1709,East Asia & Pacific
Myanmar,1989,57.80,41379635,1749,East Asia & Pacific
Myanmar,1990,58.10,42007309,1775,East Asia & Pacific
Myanmar,1991,58.40,42588029,1741,East Asia & Pacific
Myanmar,1992,58.60,43126260,1784,East Asia & Pacific
Myanmar,1993,59.00,43642311,1809,East Asia & Pacific
Myanmar,1994,59.30,44164109,1839,East Asia & Pacific
Myanmar,1995,59.60,44710931,1868,East Asia & Pacific
Myanmar,1996,60.00,45290888,1895,East Asia & Pacific
Myanmar,1997,60.40,45895991,1919,East Asia & Pacific
Myanmar,1998,60.70,46509586,1944,East Asia & Pacific
Myanmar,1999,61.10,47106923,1998,East Asia & Pacific
Myanmar,2000,61.40,47669791,2069,East Asia & Pacific
Myanmar,2001,61.80,48195684,2129,East Asia & Pacific
Myanmar,2002,62.10,48689952,2196,East Asia & Pacific
Myanmar,2003,62.60,"49,151,958",2276,East Asia & Pacific
Myanmar,2004,63.10,49582751,2351,East Asia & Pacific
Myanmar,2005,63.50,49984704,2339,East Asia & Pacific
Myanmar,2006,64.10,50355559,2593,East Asia & Pacific
Myanmar,2007,64.70,50698814,2846,East Asia & Pacific
Myanmar,2008,60.80,51030006,2891,East Asia & Pacific
Myanmar,2009,65.60,51369725,2979,East Asia & Pacific
Myanmar,2010,66.00,51733013,3077,East Asia & Pacific
Myanmar,2011,66.40,52125411,3181,East Asia & Pacific
Myanmar,2012,66.70,52543841,3346,East Asia & Pacific
Myanmar,2013,67.10,52983829,3526,East Asia & Pacific
Myanmar,2014,67.50,53437159,3727,East Asia & Pacific
Myanmar,2015,67.90,53897154,4012,East Asia & Pacific
Namibia,1800,32.40,229000,540,Sub-Saharan Africa
Namibia,1801,32.40,,540,Sub-Saharan Africa
Namibia,1802,32.40,,540,Sub-Saharan Africa
Namibia,1803,32.40,,540,Sub-Saharan Africa
Namibia,1804,32.40,,540,Sub-Saharan Africa
Namibia,1805,32.40,,541,Sub-Saharan Africa
Namibia,1806,32.40,,541,Sub-Saharan Africa
Namibia,1807,32.40,,541,Sub-Saharan Africa
Namibia,1808,32.40,,541,Sub-Saharan Africa
Namibia,1809,32.40,,541,Sub-Saharan Africa
Namibia,1810,32.40,229000,541,Sub-Saharan Africa
Namibia,1811,32.40,,541,Sub-Saharan Africa
Namibia,1812,32.40,,541,Sub-Saharan Africa
Namibia,1813,32.40,,541,Sub-Saharan Africa
Namibia,1814,32.40,,541,Sub-Saharan Africa
Namibia,1815,32.40,,541,Sub-Saharan Africa
Namibia,1816,32.40,,541,Sub-Saharan Africa
Namibia,1817,32.40,,542,Sub-Saharan Africa
Namibia,1818,32.40,,542,Sub-Saharan Africa
Namibia,1819,32.40,,542,Sub-Saharan Africa
Namibia,1820,32.40,229000,542,Sub-Saharan Africa
Namibia,1821,32.40,,550,Sub-Saharan Africa
Namibia,1822,32.40,,558,Sub-Saharan Africa
Namibia,1823,32.40,,567,Sub-Saharan Africa
Namibia,1824,32.40,,575,Sub-Saharan Africa
Namibia,1825,32.40,,584,Sub-Saharan Africa
Namibia,1826,32.40,,593,Sub-Saharan Africa
Namibia,1827,32.40,,601,Sub-Saharan Africa
Namibia,1828,32.40,,610,Sub-Saharan Africa
Namibia,1829,32.40,,620,Sub-Saharan Africa
Namibia,1830,32.40,229000,629,Sub-Saharan Africa
Namibia,1831,32.40,,638,Sub-Saharan Africa
Namibia,1832,32.40,,648,Sub-Saharan Africa
Namibia,1833,32.40,,658,Sub-Saharan Africa
Namibia,1834,32.40,,668,Sub-Saharan Africa
Namibia,1835,32.40,,678,Sub-Saharan Africa
Namibia,1836,32.40,,688,Sub-Saharan Africa
Namibia,1837,32.40,,698,Sub-Saharan Africa
Namibia,1838,32.40,,709,Sub-Saharan Africa
Namibia,1839,32.40,,719,Sub-Saharan Africa
Namibia,1840,32.40,229000,730,Sub-Saharan Africa
Namibia,1841,32.40,,741,Sub-Saharan Africa
Namibia,1842,32.40,,752,Sub-Saharan Africa
Namibia,1843,32.40,,764,Sub-Saharan Africa
Namibia,1844,32.40,,775,Sub-Saharan Africa
Namibia,1845,32.40,,787,Sub-Saharan Africa
Namibia,1846,32.40,,799,Sub-Saharan Africa
Namibia,1847,32.40,,811,Sub-Saharan Africa
Namibia,1848,32.40,,823,Sub-Saharan Africa
Namibia,1849,32.40,,835,Sub-Saharan Africa
Namibia,1850,32.40,229000,848,Sub-Saharan Africa
Namibia,1851,32.40,,860,Sub-Saharan Africa
Namibia,1852,32.40,,873,Sub-Saharan Africa
Namibia,1853,32.40,,887,Sub-Saharan Africa
Namibia,1854,32.40,,900,Sub-Saharan Africa
Namibia,1855,32.40,,913,Sub-Saharan Africa
Namibia,1856,32.40,,927,Sub-Saharan Africa
Namibia,1857,32.40,,941,Sub-Saharan Africa
Namibia,1858,32.40,,955,Sub-Saharan Africa
Namibia,1859,32.40,,970,Sub-Saharan Africa
Namibia,1860,32.40,229599,984,Sub-Saharan Africa
Namibia,1861,32.40,,999,Sub-Saharan Africa
Namibia,1862,32.40,,1014,Sub-Saharan Africa
Namibia,1863,32.40,,1029,Sub-Saharan Africa
Namibia,1864,32.40,,1045,Sub-Saharan Africa
Namibia,1865,32.40,,1060,Sub-Saharan Africa
Namibia,1866,32.40,,1076,Sub-Saharan Africa
Namibia,1867,32.40,,1092,Sub-Saharan Africa
Namibia,1868,32.40,,1109,Sub-Saharan Africa
Namibia,1869,32.40,,1126,Sub-Saharan Africa
Namibia,1870,32.40,230198,1142,Sub-Saharan Africa
Namibia,1871,32.40,,1160,Sub-Saharan Africa
Namibia,1872,32.40,,1177,Sub-Saharan Africa
Namibia,1873,32.40,,1195,Sub-Saharan Africa
Namibia,1874,32.40,,1213,Sub-Saharan Africa
Namibia,1875,32.40,,1231,Sub-Saharan Africa
Namibia,1876,32.40,,1250,Sub-Saharan Africa
Namibia,1877,32.40,,1268,Sub-Saharan Africa
Namibia,1878,32.40,,1287,Sub-Saharan Africa
Namibia,1879,32.40,,1307,Sub-Saharan Africa
Namibia,1880,32.40,230797,1326,Sub-Saharan Africa
Namibia,1881,32.40,,1346,Sub-Saharan Africa
Namibia,1882,32.40,,1367,Sub-Saharan Africa
Namibia,1883,32.40,,1387,Sub-Saharan Africa
Namibia,1884,32.40,,1408,Sub-Saharan Africa
Namibia,1885,32.40,,1429,Sub-Saharan Africa
Namibia,1886,32.40,,1451,Sub-Saharan Africa
Namibia,1887,32.40,,1472,Sub-Saharan Africa
Namibia,1888,32.40,,1495,Sub-Saharan Africa
Namibia,1889,32.40,,1517,Sub-Saharan Africa
Namibia,1890,32.40,231395,1540,Sub-Saharan Africa
Namibia,1891,32.40,,1563,Sub-Saharan Africa
Namibia,1892,32.40,,1586,Sub-Saharan Africa
Namibia,1893,32.40,,1610,Sub-Saharan Africa
Namibia,1894,32.40,,1635,Sub-Saharan Africa
Namibia,1895,32.40,,1659,Sub-Saharan Africa
Namibia,1896,32.40,,1684,Sub-Saharan Africa
Namibia,1897,32.40,,1709,Sub-Saharan Africa
Namibia,1898,32.40,,1735,Sub-Saharan Africa
Namibia,1899,32.40,,1761,Sub-Saharan Africa
Namibia,1900,32.40,231994,1788,Sub-Saharan Africa
Namibia,1901,32.40,,1814,Sub-Saharan Africa
Namibia,1902,32.40,,1842,Sub-Saharan Africa
Namibia,1903,29.00,,1869,Sub-Saharan Africa
Namibia,1904,5.00,,1898,Sub-Saharan Africa
Namibia,1905,10.00,,1926,Sub-Saharan Africa
Namibia,1906,20.00,,1955,Sub-Saharan Africa
Namibia,1907,27.00,,1984,Sub-Saharan Africa
Namibia,1908,32.40,,2014,Sub-Saharan Africa
Namibia,1909,32.40,,2045,Sub-Saharan Africa
Namibia,1910,32.40,232593,2075,Sub-Saharan Africa
Namibia,1911,32.40,,2106,Sub-Saharan Africa
Namibia,1912,32.40,,2138,Sub-Saharan Africa
Namibia,1913,32.40,,2170,Sub-Saharan Africa
Namibia,1914,32.40,,2203,Sub-Saharan Africa
Namibia,1915,32.40,,2236,Sub-Saharan Africa
Namibia,1916,32.40,,2270,Sub-Saharan Africa
Namibia,1917,32.40,,2304,Sub-Saharan Africa
Namibia,1918,12.53,,2338,Sub-Saharan Africa
Namibia,1919,32.40,,2374,Sub-Saharan Africa
Namibia,1920,32.40,232992,2409,Sub-Saharan Africa
Namibia,1921,32.53,,2447,Sub-Saharan Africa
Namibia,1922,32.65,,2486,Sub-Saharan Africa
Namibia,1923,32.78,,2525,Sub-Saharan Africa
Namibia,1924,32.91,,2564,Sub-Saharan Africa
Namibia,1925,33.03,,2605,Sub-Saharan Africa
Namibia,1926,33.16,,2645,Sub-Saharan Africa
Namibia,1927,33.29,,2687,Sub-Saharan Africa
Namibia,1928,33.41,,2729,Sub-Saharan Africa
Namibia,1929,33.54,,2772,Sub-Saharan Africa
Namibia,1930,33.67,274780,2815,Sub-Saharan Africa
Namibia,1931,33.79,,2860,Sub-Saharan Africa
Namibia,1932,33.92,,2904,Sub-Saharan Africa
Namibia,1933,34.05,,2950,Sub-Saharan Africa
Namibia,1934,34.17,,2996,Sub-Saharan Africa
Namibia,1935,34.30,,3043,Sub-Saharan Africa
Namibia,1936,34.43,,3091,Sub-Saharan Africa
Namibia,1937,34.55,,3139,Sub-Saharan Africa
Namibia,1938,34.68,,3188,Sub-Saharan Africa
Namibia,1939,34.81,,3238,Sub-Saharan Africa
Namibia,1940,34.93,330015,3289,Sub-Saharan Africa
Namibia,1941,35.84,,3340,Sub-Saharan Africa
Namibia,1942,36.76,,3392,Sub-Saharan Africa
Namibia,1943,37.67,,3445,Sub-Saharan Africa
Namibia,1944,38.58,,3499,Sub-Saharan Africa
Namibia,1945,39.49,,3554,Sub-Saharan Africa
Namibia,1946,40.40,,3609,Sub-Saharan Africa
Namibia,1947,41.32,,3665,Sub-Saharan Africa
Namibia,1948,42.23,,3722,Sub-Saharan Africa
Namibia,1949,43.14,,3781,Sub-Saharan Africa
Namibia,1950,44.05,485274,3839,Sub-Saharan Africa
Namibia,1951,44.56,494611,3871,Sub-Saharan Africa
Namibia,1952,45.44,504552,3901,Sub-Saharan Africa
Namibia,1953,46.31,"515,040",3960,Sub-Saharan Africa
Namibia,1954,47.16,526036,4086,Sub-Saharan Africa
Namibia,1955,48.00,537519,4121,Sub-Saharan Africa
Namibia,1956,48.82,549482,4175,Sub-Saharan Africa
Namibia,1957,49.63,561936,4233,Sub-Saharan Africa
Namibia,1958,50.43,574907,4247,Sub-Saharan Africa
Namibia,1959,51.21,588430,4384,Sub-Saharan Africa
Namibia,1960,51.97,602545,4682,Sub-Saharan Africa
Namibia,1961,52.72,617282,4618,Sub-Saharan Africa
Namibia,1962,53.45,632658,5141,Sub-Saharan Africa
Namibia,1963,54.16,648668,5516,Sub-Saharan Africa
Namibia,1964,54.86,665297,6254,Sub-Saharan Africa
Namibia,1965,55.55,682553,6509,Sub-Saharan Africa
Namibia,1966,56.23,700316,6590,Sub-Saharan Africa
Namibia,1967,56.90,718622,6165,Sub-Saharan Africa
Namibia,1968,57.57,737802,6060,Sub-Saharan Africa
Namibia,1969,58.23,758305,6112,Sub-Saharan Africa
Namibia,1970,58.90,780386,5981,Sub-Saharan Africa
Namibia,1971,59.10,804309,5972,Sub-Saharan Africa
Namibia,1972,59.30,829806,6106,Sub-Saharan Africa
Namibia,1973,59.50,855965,6136,Sub-Saharan Africa
Namibia,1974,59.60,881530,6182,Sub-Saharan Africa
Namibia,1975,59.80,905647,6022,Sub-Saharan Africa
Namibia,1976,59.90,928228,6124,Sub-Saharan Africa
Namibia,1977,59.90,949734,6337,Sub-Saharan Africa
Namibia,1978,60.00,970569,6619,Sub-Saharan Africa
Namibia,1979,60.10,991365,6703,Sub-Saharan Africa
Namibia,1980,60.10,1012761,6824,Sub-Saharan Africa
Namibia,1981,60.30,1034446,6933,Sub-Saharan Africa
Namibia,1982,60.50,1056758,6871,Sub-Saharan Africa
Namibia,1983,60.80,1081740,6491,Sub-Saharan Africa
Namibia,1984,61.10,1112044,6219,Sub-Saharan Africa
Namibia,1985,61.40,1149389,6069,Sub-Saharan Africa
Namibia,1986,61.60,1194769,6077,Sub-Saharan Africa
Namibia,1987,61.90,1247186,6072,Sub-Saharan Africa
Namibia,1988,62.00,1303879,5961,Sub-Saharan Africa
Namibia,1989,62.20,1360921,6120,Sub-Saharan Africa
Namibia,1990,62.30,1415447,5717,Sub-Saharan Africa
Namibia,1991,62.40,1466152,5970,Sub-Saharan Africa
Namibia,1992,62.40,1513689,6198,Sub-Saharan Africa
Namibia,1993,62.20,1559480,5921,Sub-Saharan Africa
Namibia,1994,61.70,1605828,5850,Sub-Saharan Africa
Namibia,1995,60.90,1654214,5900,Sub-Saharan Africa
Namibia,1996,59.90,1705349,5906,Sub-Saharan Africa
Namibia,1997,58.80,1758097,5971,Sub-Saharan Africa
Namibia,1998,57.60,1809920,5991,Sub-Saharan Africa
Namibia,1999,56.40,1857320,6035,Sub-Saharan Africa
Namibia,2000,55.00,1897953,6111,Sub-Saharan Africa
Namibia,2001,53.90,1931005,6076,Sub-Saharan Africa
Namibia,2002,53.00,1957749,6279,Sub-Saharan Africa
Namibia,2003,52.20,1980531,6470,Sub-Saharan Africa
Namibia,2004,51.80,2002745,7184,Sub-Saharan Africa
Namibia,2005,51.90,2027026,7279,Sub-Saharan Africa
Namibia,2006,53.20,2053915,7696,Sub-Saharan Africa
Namibia,2007,55.40,2083174,8095,Sub-Saharan Africa
Namibia,2008,57.20,2115703,8169,Sub-Saharan Africa
Namibia,2009,58.50,2152357,8090,Sub-Saharan Africa
Namibia,2010,59.50,2193643,8433,Sub-Saharan Africa
Namibia,2011,60.00,2240161,8715,Sub-Saharan Africa
Namibia,2012,60.40,2291645,8995,Sub-Saharan Africa
Namibia,2013,60.60,2346592,9275,Sub-Saharan Africa
Namibia,2014,60.80,2402858,9506,Sub-Saharan Africa
Namibia,2015,61.00,2458830,10040,Sub-Saharan Africa
Nepal,1800,32.80,3881000,654,South Asia
Nepal,1801,32.80,,654,South Asia
Nepal,1802,32.80,,654,South Asia
Nepal,1803,32.80,,654,South Asia
Nepal,1804,32.80,,655,South Asia
Nepal,1805,32.80,,655,South Asia
Nepal,1806,32.80,,655,South Asia
Nepal,1807,32.80,,655,South Asia
Nepal,1808,32.80,,655,South Asia
Nepal,1809,32.80,,655,South Asia
Nepal,1810,32.80,3881000,655,South Asia
Nepal,1811,32.80,,655,South Asia
Nepal,1812,32.80,,655,South Asia
Nepal,1813,32.80,,655,South Asia
Nepal,1814,32.80,,655,South Asia
Nepal,1815,32.80,,656,South Asia
Nepal,1816,32.80,,656,South Asia
Nepal,1817,32.80,,656,South Asia
Nepal,1818,32.80,,656,South Asia
Nepal,1819,32.80,,656,South Asia
Nepal,1820,32.80,3920333,656,South Asia
Nepal,1821,32.80,,656,South Asia
Nepal,1822,32.80,,656,South Asia
Nepal,1823,32.80,,656,South Asia
Nepal,1824,32.80,,656,South Asia
Nepal,1825,32.80,,657,South Asia
Nepal,1826,32.80,,657,South Asia
Nepal,1827,32.80,,657,South Asia
Nepal,1828,32.80,,657,South Asia
Nepal,1829,32.80,,657,South Asia
Nepal,1830,32.80,4033123,657,South Asia
Nepal,1831,32.80,,657,South Asia
Nepal,1832,32.80,,657,South Asia
Nepal,1833,32.80,,657,South Asia
Nepal,1834,32.80,,657,South Asia
Nepal,1835,32.80,,658,South Asia
Nepal,1836,32.80,,658,South Asia
Nepal,1837,32.80,,658,South Asia
Nepal,1838,32.80,,658,South Asia
Nepal,1839,32.80,,658,South Asia
Nepal,1840,32.80,4190089,658,South Asia
Nepal,1841,32.80,,658,South Asia
Nepal,1842,32.80,,658,South Asia
Nepal,1843,32.80,,658,South Asia
Nepal,1844,32.80,,658,South Asia
Nepal,1845,32.80,,658,South Asia
Nepal,1846,32.80,,659,South Asia
Nepal,1847,32.80,,659,South Asia
Nepal,1848,32.80,,659,South Asia
Nepal,1849,32.80,,659,South Asia
Nepal,1850,32.80,4353245,659,South Asia
Nepal,1851,32.80,,659,South Asia
Nepal,1852,32.80,,659,South Asia
Nepal,1853,32.80,,659,South Asia
Nepal,1854,32.80,,659,South Asia
Nepal,1855,32.80,,659,South Asia
Nepal,1856,32.80,,660,South Asia
Nepal,1857,32.80,,660,South Asia
Nepal,1858,32.80,,660,South Asia
Nepal,1859,32.80,,660,South Asia
Nepal,1860,32.80,4542078,660,South Asia
Nepal,1861,32.80,,660,South Asia
Nepal,1862,32.80,,660,South Asia
Nepal,1863,32.80,,660,South Asia
Nepal,1864,32.80,,660,South Asia
Nepal,1865,32.80,,660,South Asia
Nepal,1866,32.80,,660,South Asia
Nepal,1867,32.80,,661,South Asia
Nepal,1868,32.80,,661,South Asia
Nepal,1869,32.80,,661,South Asia
Nepal,1870,32.80,4754129,661,South Asia
Nepal,1871,32.80,,666,South Asia
Nepal,1872,32.80,,670,South Asia
Nepal,1873,32.80,,675,South Asia
Nepal,1874,32.80,,680,South Asia
Nepal,1875,32.80,,685,South Asia
Nepal,1876,32.80,,690,South Asia
Nepal,1877,32.80,,695,South Asia
Nepal,1878,32.80,,700,South Asia
Nepal,1879,32.80,,705,South Asia
Nepal,1880,32.80,5003138,711,South Asia
Nepal,1881,32.80,,716,South Asia
Nepal,1882,32.80,,721,South Asia
Nepal,1883,32.80,,726,South Asia
Nepal,1884,32.80,,732,South Asia
Nepal,1885,32.80,,737,South Asia
Nepal,1886,32.80,,742,South Asia
Nepal,1887,32.80,,748,South Asia
Nepal,1888,32.80,,753,South Asia
Nepal,1889,32.80,,759,South Asia
Nepal,1890,32.80,5256924,764,South Asia
Nepal,1891,32.80,,770,South Asia
Nepal,1892,32.80,,775,South Asia
Nepal,1893,32.80,,781,South Asia
Nepal,1894,32.80,,787,South Asia
Nepal,1895,32.80,,792,South Asia
Nepal,1896,32.80,,798,South Asia
Nepal,1897,32.80,,804,South Asia
Nepal,1898,32.80,,810,South Asia
Nepal,1899,32.80,,816,South Asia
Nepal,1900,32.80,5419483,822,South Asia
Nepal,1901,32.80,,828,South Asia
Nepal,1902,32.80,,834,South Asia
Nepal,1903,32.80,,840,South Asia
Nepal,1904,32.80,,846,South Asia
Nepal,1905,32.80,,852,South Asia
Nepal,1906,32.80,,858,South Asia
Nepal,1907,32.80,,864,South Asia
Nepal,1908,32.80,,871,South Asia
Nepal,1909,32.80,,877,South Asia
Nepal,1910,32.80,5696204,883,South Asia
Nepal,1911,32.80,,890,South Asia
Nepal,1912,32.80,,897,South Asia
Nepal,1913,32.80,,903,South Asia
Nepal,1914,32.80,,902,South Asia
Nepal,1915,32.80,,900,South Asia
Nepal,1916,32.80,,898,South Asia
Nepal,1917,32.80,,897,South Asia
Nepal,1918,21.02,,895,South Asia
Nepal,1919,32.80,,893,South Asia
Nepal,1920,32.80,6228667,892,South Asia
Nepal,1921,32.92,,889,South Asia
Nepal,1922,33.04,,886,South Asia
Nepal,1923,33.16,,883,South Asia
Nepal,1924,33.28,,881,South Asia
Nepal,1925,33.40,,878,South Asia
Nepal,1926,33.52,,875,South Asia
Nepal,1927,33.64,,872,South Asia
Nepal,1928,33.76,,869,South Asia
Nepal,1929,33.87,,867,South Asia
Nepal,1930,33.99,6899013,864,South Asia
Nepal,1931,34.11,,861,South Asia
Nepal,1932,34.23,,858,South Asia
Nepal,1933,34.35,,856,South Asia
Nepal,1934,34.47,,853,South Asia
Nepal,1935,34.59,,850,South Asia
Nepal,1936,34.71,,847,South Asia
Nepal,1937,34.83,,844,South Asia
Nepal,1938,34.95,,842,South Asia
Nepal,1939,35.07,,839,South Asia
Nepal,1940,35.19,7641505,836,South Asia
Nepal,1941,35.31,,833,South Asia
Nepal,1942,35.43,,831,South Asia
Nepal,1943,35.55,,828,South Asia
Nepal,1944,35.67,,825,South Asia
Nepal,1945,35.79,,822,South Asia
Nepal,1946,36.26,,819,South Asia
Nepal,1947,36.74,,817,South Asia
Nepal,1948,37.22,,814,South Asia
Nepal,1949,37.70,,811,South Asia
Nepal,1950,38.18,8483321,808,South Asia
Nepal,1951,38.50,8657577,822,South Asia
Nepal,1952,39.03,8823022,840,South Asia
Nepal,1953,39.55,"8,982,216",881,South Asia
Nepal,1954,40.08,9137336,889,South Asia
Nepal,1955,40.61,9290174,896,South Asia
Nepal,1956,41.13,9442123,925,South Asia
Nepal,1957,41.66,9594192,914,South Asia
Nepal,1958,42.19,9747060,954,South Asia
Nepal,1959,42.71,9901161,968,South Asia
Nepal,1960,43.24,10056945,976,South Asia
Nepal,1961,43.76,10215153,984,South Asia
Nepal,1962,44.28,10377061,991,South Asia
Nepal,1963,44.80,10544586,997,South Asia
Nepal,1964,45.33,10719988,1002,South Asia
Nepal,1965,45.84,10905006,1007,South Asia
Nepal,1966,46.36,11100672,1057,South Asia
Nepal,1967,46.87,11307139,1020,South Asia
Nepal,1968,47.37,11524132,1007,South Asia
Nepal,1969,47.88,11750914,1031,South Asia
Nepal,1970,48.40,11986974,1036,South Asia
Nepal,1971,48.80,12232454,1002,South Asia
Nepal,1972,49.10,12487785,1010,South Asia
Nepal,1973,49.40,"12,753,028",982,South Asia
Nepal,1974,49.80,13028248,1019,South Asia
Nepal,1975,50.10,13313487,1009,South Asia
Nepal,1976,50.40,13608670,1027,South Asia
Nepal,1977,50.90,13913775,1031,South Asia
Nepal,1978,51.30,14228941,1049,South Asia
Nepal,1979,51.80,14554356,1045,South Asia
Nepal,1980,52.20,14890080,994,South Asia
Nepal,1981,52.70,15237302,967,South Asia
Nepal,1982,53.40,15596012,1059,South Asia
Nepal,1983,54.00,15963746,1000,South Asia
Nepal,1984,54.60,16337117,1068,South Asia
Nepal,1985,55.20,16714335,1104,South Asia
Nepal,1986,55.90,17091959,1120,South Asia
Nepal,1987,56.50,17472138,1134,South Asia
Nepal,1988,57.10,17865238,1190,South Asia
Nepal,1989,57.80,18285434,1186,South Asia
Nepal,1990,58.50,18741688,1240,South Asia
Nepal,1991,59.10,19237322,1287,South Asia
Nepal,1992,59.80,19765570,1306,South Asia
Nepal,1993,60.30,20312687,1321,South Asia
Nepal,1994,61.10,20859421,1393,South Asia
Nepal,1995,61.70,21390905,1405,South Asia
Nepal,1996,62.40,21902534,1443,South Asia
Nepal,1997,63.10,22395247,1478,South Asia
Nepal,1998,63.70,22866496,1487,South Asia
Nepal,1999,64.30,23315053,1517,South Asia
Nepal,2000,64.90,23740145,1577,South Asia
Nepal,2001,65.50,24140941,1619,South Asia
Nepal,2002,65.70,24516969,1591,South Asia
Nepal,2003,66.40,"24,868,900",1626,South Asia
Nepal,2004,66.80,25198130,1675,South Asia
Nepal,2005,67.30,25506847,1708,South Asia
Nepal,2006,67.80,25794344,1741,South Asia
Nepal,2007,68.20,26063619,1779,South Asia
Nepal,2008,68.60,26325183,1866,South Asia
Nepal,2009,69.00,26592666,1929,South Asia
Nepal,2010,69.50,26875910,1999,South Asia
Nepal,2011,69.90,27179237,2044,South Asia
Nepal,2012,70.30,27500515,2118,South Asia
Nepal,2013,70.60,27834981,2173,South Asia
Nepal,2014,70.90,28174724,2265,South Asia
Nepal,2015,71.20,28513700,2352,South Asia
Netherlands,1800,39.86,"2,254,522",4235,Europe & Central Asia
Netherlands,1801,39.86,,4161,Europe & Central Asia
Netherlands,1802,39.86,,4391,Europe & Central Asia
Netherlands,1803,39.86,,4297,Europe & Central Asia
Netherlands,1804,39.86,,4502,Europe & Central Asia
Netherlands,1805,39.86,,4238,Europe & Central Asia
Netherlands,1806,39.86,,4270,Europe & Central Asia
Netherlands,1807,39.86,,3914,Europe & Central Asia
Netherlands,1808,39.86,,3483,Europe & Central Asia
Netherlands,1809,39.86,,3430,Europe & Central Asia
Netherlands,1810,39.86,2293548,3927,Europe & Central Asia
Netherlands,1811,39.86,,3966,Europe & Central Asia
Netherlands,1812,39.86,,3447,Europe & Central Asia
Netherlands,1813,39.86,,3097,Europe & Central Asia
Netherlands,1814,39.86,,2983,Europe & Central Asia
Netherlands,1815,39.86,,3945,Europe & Central Asia
Netherlands,1816,39.86,,3748,Europe & Central Asia
Netherlands,1817,39.86,,3778,Europe & Central Asia
Netherlands,1818,39.86,,3831,Europe & Central Asia
Netherlands,1819,39.86,,3645,Europe & Central Asia
Netherlands,1820,39.86,2407847,3900,Europe & Central Asia
Netherlands,1821,39.86,,3815,Europe & Central Asia
Netherlands,1822,39.86,,3843,Europe & Central Asia
Netherlands,1823,39.86,,4028,Europe & Central Asia
Netherlands,1824,39.86,,3992,Europe & Central Asia
Netherlands,1825,39.86,,3883,Europe & Central Asia
Netherlands,1826,39.86,,3937,Europe & Central Asia
Netherlands,1827,39.86,,4163,Europe & Central Asia
Netherlands,1828,39.86,,4245,Europe & Central Asia
Netherlands,1829,39.86,,4244,Europe & Central Asia
Netherlands,1830,39.86,2619333,3867,Europe & Central Asia
Netherlands,1831,39.86,,4149,Europe & Central Asia
Netherlands,1832,39.86,,4336,Europe & Central Asia
Netherlands,1833,39.86,,4231,Europe & Central Asia
Netherlands,1834,39.86,,4261,Europe & Central Asia
Netherlands,1835,39.86,,4241,Europe & Central Asia
Netherlands,1836,39.86,,4374,Europe & Central Asia
Netherlands,1837,39.86,,4470,Europe & Central Asia
Netherlands,1838,39.86,,4509,Europe & Central Asia
Netherlands,1839,39.86,,4499,Europe & Central Asia
Netherlands,1840,39.86,2880190,4534,Europe & Central Asia
Netherlands,1841,39.86,,4571,Europe & Central Asia
Netherlands,1842,39.86,,4451,Europe & Central Asia
Netherlands,1843,39.86,,4365,Europe & Central Asia
Netherlands,1844,39.86,,4399,Europe & Central Asia
Netherlands,1845,39.86,,4359,Europe & Central Asia
Netherlands,1846,39.86,,4358,Europe & Central Asia
Netherlands,1847,39.86,,4380,Europe & Central Asia
Netherlands,1848,39.86,,4444,Europe & Central Asia
Netherlands,1849,39.86,,4568,Europe & Central Asia
Netherlands,1850,39.86,3122714,4647,Europe & Central Asia
Netherlands,1851,40.00,,4706,Europe & Central Asia
Netherlands,1852,38.66,,4644,Europe & Central Asia
Netherlands,1853,38.63,,4531,Europe & Central Asia
Netherlands,1854,38.63,,4801,Europe & Central Asia
Netherlands,1855,34.53,,4661,Europe & Central Asia
Netherlands,1856,38.39,,4841,Europe & Central Asia
Netherlands,1857,35.46,,4748,Europe & Central Asia
Netherlands,1858,34.66,,4609,Europe & Central Asia
Netherlands,1859,30.86,,4436,Europe & Central Asia
Netherlands,1860,36.91,3342346,4642,Europe & Central Asia
Netherlands,1861,36.44,,4506,Europe & Central Asia
Netherlands,1862,38.28,,4677,Europe & Central Asia
Netherlands,1863,38.33,,4757,Europe & Central Asia
Netherlands,1864,37.56,,4938,Europe & Central Asia
Netherlands,1865,36.37,,4939,Europe & Central Asia
Netherlands,1866,33.64,,5116,Europe & Central Asia
Netherlands,1867,39.31,,4932,Europe & Central Asia
